85589676	85547733	五指山
85576569	85547733	万宁
85570016	85547733	琼海
85563462	85547733	东方
85556908	85547733	三亚
85550355	85547733	海口
11242011	11239127	衡阳
11241356	11239127	郴州
11240700	11239127	常德
11240045	11239127	张家界
11239390	11239127	长沙
11243322	11239127	娄底
11251186	11239127	株洲
11244632	11239127	湘潭
11073584	11071355	黄石
11074894	11071355	荆州
11076205	11071355	十堰
11081448	11071355	天门市
11082759	11071355	咸宁
11086035	11071355	恩施
24244441	16272292	绵阳
25767410	28505199	城四区
28638892	28505199	密云县
28632339	28505199	门头沟区
28619232	28505199	怀柔区
28606124	28505199	大兴区
28553696	28505199	顺义区
28540588	28505199	石景山区
28527481	28505199	朝阳区
57147052	57026466	宿迁
57133945	57026466	镇江
57081516	57026466	盐城
57068409	57026466	连云港
57042195	57026466	徐州
57029088	57026466	南京
55364473	55348744	温州
55371027	55348744	绍兴
55449670	55348744	台州
55397241	55348744	衢州
55384134	55348744	嘉兴
82194912	82192290	广州
11243977	11239127	邵阳
11242666	11239127	怀化
11250531	11239127	岳阳
11249220	11239127	益阳
11071617	11071355	武汉
11072928	11071355	黄冈
11074239	11071355	荆门
11075550	11071355	潜江市
11082103	11071355	仙桃市
11083414	11071355	襄樊
11084725	11071355	宜昌
4898	31860642	昌荣
28645446	28505199	延庆县
28625785	28505199	平谷区
28612678	28505199	昌平区
28560249	28505199	房山区
28547142	28505199	通州区
28520928	28505199	海淀区
57140499	57026466	泰州
57074963	57026466	淮安
57061856	57026466	南通
57048748	57026466	常州
57035641	57026466	无锡
55357920	55348744	宁波
55377580	55348744	湖州
55456224	55348744	丽水
55403795	55348744	舟山
55390688	55348744	金华
13757938	13755710	晋城
13756627	13755710	长治
24167904	60381909	福建默认
13926366	13923482	赤峰
13924400	13923482	阿拉善盟
13934885	13923482	乌兰浩特
13928987	13923482	乌海
13927676	13923482	呼伦贝尔
83990598	83870012	梧州
83977491	83870012	柳州
83925062	83870012	贺州
83911955	83870012	贵港
83892294	83870012	北海
83879187	83870012	桂林
82293216	82192290	肇庆
82306323	82192290	梅州
82352198	82192290	潮州
82325984	82192290	阳江
82221126	82192290	韶关
82240787	82192290	湛江
82208019	82192290	珠海
82227680	82192290	佛山
82339091	82192290	东莞
82319430	82192290	河源
63772742	63737352	菏泽
33953862	33538364	武隆县
10917608	10903583	驻马店
18968050	18956647	盘锦
62160556	62059631	吉安
31909139	31860642	虹口区
19297041	19292191	伊春
22317595	22312090	阿勒泰
13925710	13923482	包头
82404627	82192290	云浮
11249875	11239127	永州
11072273	11071355	鄂州
11084069	11071355	孝感
11076860	11071355	随州
28534035	28505199	丰台区
57127392	57026466	扬州
57055302	57026466	苏州
63759635	63737352	德州
63884153	63737352	淄博
63877600	63737352	枣庄
63871046	63737352	烟台
63864492	63737352	潍坊
63857939	63737352	威海
63851385	63737352	泰安
63844832	63737352	日照
63838278	63737352	临沂
63792403	63737352	聊城
63785849	63737352	莱芜
63779296	63737352	济宁
63766188	63737352	东营
63753081	63737352	滨州
63746528	63737352	青岛
63739974	63737352	济南
30323168	30182920	蓟县
30316614	30182920	宁河县
30310060	30182920	静海县
30303507	30182920	宝坻区
30296953	30182920	武清区
30290400	30182920	北辰区
30283846	30182920	津南区
30237971	30182920	西青区
30231417	30182920	东丽区
30224864	30182920	滨海新区
30218310	30182920	红桥区
30211756	30182920	河北区
30205203	30182920	南开区
30198649	30182920	河西区
30192096	30182920	河东区
30185542	30182920	和平区
33907987	33538364	彭水县
33894880	33538364	酉阳县
33881772	33538364	黔江区
33875219	33538364	丰都县
33862112	33538364	忠县
33849004	33538364	奉节县
33796576	33538364	开县
33776915	33538364	城口县
33763808	33538364	綦江县
33750700	33538364	荣昌县
33744147	33538364	大足县
33691718	33538364	潼南县
33678611	33538364	涪陵区
33665504	33538364	万盛区
33652396	33538364	合川市
33639289	33538364	永川市
33593414	33538364	北碚区
33580307	33538364	巴南区
33567200	33538364	大渡口区
33554092	33538364	江北区
33540985	33538364	渝中区
10918919	10903583	濮阳
10916297	10903583	许昌
10914986	10903583	新乡
10913676	10903583	三门峡
10908433	10903583	南阳
10907122	10903583	济源
10905811	10903583	安阳
10904501	10903583	洛阳
60430406	60381909	三明
60417299	60381909	漳州
60410745	60381909	泉州
60397638	60381909	宁德
60384531	60381909	福州
11251841	11239127	湘西
16779148	16775609	那曲
16775871	16775609	拉萨
18962152	18956647	葫芦岛
18960841	18956647	抚顺
18959530	18956647	朝阳
18958220	18956647	鞍山
18956909	18956647	沈阳
18966739	18956647	锦州
16287628	16272292	泸州
16286317	16272292	资阳
16285006	16272292	雅安
16283696	16272292	攀枝花
16277797	16272292	眉山
16276487	16272292	广元
16275176	16272292	德阳
16273865	16272292	巴中
16272554	16272292	成都
16450157	16440064	大理
16444259	16440064	普洱
16442948	16440064	昭通
16441637	16440064	玉溪
16440327	16440064	昆明
16613342	16607837	毕节
16610065	16607837	六盘水
62108128	62059631	宜春
62095020	62059631	鹰潭
62081913	62059631	萍乡
62068806	62059631	九江
13598686	13587938	张家口
13593443	13587938	唐山
13592132	13587938	廊坊
13590821	13587938	邯郸
13589511	13587938	沧州
32013996	31860642	崇明县
32000889	31860642	金山区
31987782	31860642	青浦区
31981228	31860642	松江区
31968121	31860642	闵行区
31915692	31860642	杨浦区
31902585	31860642	闸北区
31896032	31860642	普陀区
31889478	31860642	静安区
31882924	31860642	长宁区
31876371	31860642	徐汇区
31869817	31860642	卢湾区
31863264	31860642	黄浦区
19129924	19124419	延边
19129269	19124419	通化
19128613	19124419	松原
19127958	19124419	四平
19126647	19124419	白山
19125992	19124419	白城
19125336	19124419	吉林市
19124681	19124419	长春
19304905	19292191	大兴安岭
19304250	19292191	绥化
19303594	19292191	黑河
19302939	19292191	鹤岗
19302284	19292191	七台河
19296385	19292191	双鸭山
19295730	19292191	鸡西
19295075	19292191	大庆
19294419	19292191	佳木斯
19293764	19292191	牡丹江
19293109	19292191	齐齐哈尔
19292453	19292191	哈尔滨
21651094	21641001	榆林
21646506	21641001	延安
21645851	21641001	咸阳
21644540	21641001	铜川
21643230	21641001	汉中
21641919	21641001	安康
6086	30182920	天津定投
22146546	22144318	吴忠
22145235	22144318	固原
22323493	22312090	昌吉
22315629	22312090	喀什
22314318	22312090	吐鲁番
22313008	22312090	克拉玛依
22316284	22312090	和田
28514374	28505199	西城区
58850988	58704188	亳州
58844435	58704188	池州
58831328	58704188	宣城
58818220	58704188	滁州
58805113	58704188	阜阳
58746131	58704188	铜陵
58733024	58704188	马鞍山
58719916	58704188	蚌埠
58706809	58704188	合肥
13766458	13755710	运城
13761215	13755710	忻州
13759904	13755710	吕梁
13758593	13755710	晋中
13757283	13755710	大同
13755972	13755710	太原
13927021	13923482	鄂尔多斯
13923744	13923482	呼和浩特
13934230	13923482	锡林浩特
13928332	13923482	通辽
83997152	83870012	玉林
83984044	83870012	钦州
83970937	83870012	来宾
83918508	83870012	河池
83905401	83870012	防城港
83898848	83870012	崇左
83885740	83870012	百色
83872633	83870012	南宁
82332537	82192290	清远
82398073	82192290	揭阳
82247340	82192290	茂名
82214572	82192290	汕头
82299769	82192290	惠州
82345644	82192290	中山
82234233	82192290	江门
82312876	82192290	汕尾
82201465	82192290	深圳
33901433	33538364	石柱县
33868665	33538364	垫江县
33855558	33538364	梁平县
33803129	33538364	云阳县
33783468	33538364	巫溪县
33757254	33538364	璧山县
33698272	33538364	铜梁县
33685164	33538364	长寿区
33672057	33538364	南川市
33645843	33538364	江津市
33586860	33538364	渝北区
33573753	33538364	九龙坡区
33560646	33538364	南岸区
33790022	33538364	巫山县
10918263	10903583	漯河
10916952	10903583	周口
10915642	10903583	信阳
10914331	10903583	商丘
10909088	10903583	平顶山
10906467	10903583	鹤壁
10905156	10903583	开封
10903845	10903583	郑州
60436960	60381909	南平
60423852	60381909	龙岩
60404192	60381909	莆田
18969361	18956647	营口
16283040	16272292	内江
16452123	16440064	西双版纳
16608754	16607837	安顺
62062252	62059631	南昌
13588200	13587938	石家庄
31961568	31860642	宝山区
33888326	33538364	秀山县
33770361	33538364	万州区
33658950	33538364	双桥区
33547539	33538364	沙坪坝区
10907777	10903583	焦作
60391084	60381909	厦门
17207562	16440064	怒江州
69631864	16440064	红河州
24489667	16440064	迪庆州
14051754	16440064	德宏州
15608311	16440064	楚雄州
29380386	22312090	石河子市
31166874	22312090	克孜勒苏
31009428	22312090	博尔塔拉
14293542	22312090	巴音郭楞
18896996	22312090	阿拉尔
16779803	16775609	山南
36943729	24325356	香港市
22385010	16775609	阿里
14936072	16775609	林芝
32825978	30182920	塘沽区
13218036	30182920	汉沽区
29551828	30182920	大港区
13153257	24660900	台湾省
41096896	16272292	甘孜州
21947053	16272292	达川
22499233	16272292	阿坝
16984953	31860642	南汇区
38257039	21976546	玉树州
34935625	21976546	黄南州
20826359	21976546	海西州
28631450	21976546	海东
30806868	21976546	海北州
11832900	13923482	锡林郭勒
41117170	13923482	乌兰察布
37025295	13923482	巴彦淖尔
41901298	19124419	辽源
30343930	11071355	神农架市
23070401	16607837	黔西南州
33425262	16607837	黔南州
39433106	16607837	黔东南州
24157540	21808774	武威
32802281	21808774	庆阳
21952748	21808774	平凉
15507953	21808774	陇南
25866605	21808774	兰州
10714934	21808774	酒泉
37656993	21808774	金昌
37363235	21808774	嘉峪关
30704601	21808774	甘南州
14778201	21808774	定西
21764238	21808774	白银
64465601	28505199	宣武区
32201911	28505199	崇文区
14613105	24493128	澳门市
53016364	58704188	黄山
16602314	16440064	思茅
35991163	16775609	昌都
13120970	21976546	果洛州
42114064	13923482	兴安盟
35527212	57026466	武进
27913979	21808774	张掖
31689269	21808774	天水
27543323	31860642	莘闵区
34186192	55348744	萧山定投
30521989	10903583	蔡庄
33538364		重庆
16775216	16775609	其他
37774742	22312090	阿克苏
85583123	83870012	南宁
26823545	26823545	默认地域
18956254	18956647	其他
16271899	16272292	其他
16439671	16440064	其他
62055699	62059631	其他
13587544	13587938	其他
22311697	22312090	其他
24492735	24493128	其他
58700256	58704188	其他
11070962	11071355	其他
57022534	57026466	其他
13755317	13755710	其他
83866080	83870012	其他
24660507	24660900	其他
63733420	63737352	其他
30178988	30182920	其他
33534432	33538364	其他
10903190	10903583	其他
85543801	85547733	其他
16607443	16607837	其他
31856710	31860642	其他
19124026	19124419	其他
19291798	19292191	其他
21640608	21641001	其他
21808380	21808774	其他
21976152	21976546	其他
22143925	22144318	其他
24324963	24325356	其他
28501267	28505199	其他
13923089	13923482	其他
55344812	55348744	其他
82188358	82192290	其他
60377977	60381909	其他
11238734	11239127	其他
55351366	55348744	杭州
